,close,future_return
0,5.8847000000000005,-0.02040885686611043
1,5.7646,-0.04553655067133886
2,5.5021,0.05857763399429307
3,5.8244,0.01895474211935992
4,5.9348,-0.0005223427916694549
5,5.9317,0.007603216615809979
6,5.9768,0.06662428055146566
7,6.375,-0.012141176470588249
8,6.2976,-0.020658663617886208
9,6.1674999999999995,-0.008836643696797642
10,6.113,0.01357762146245703
11,6.196,0.09612653324725623
12,6.7916,0.10389304434890155
13,7.497199999999999,-0.034532892279784434
14,7.2383,0.03272867938604368
15,7.475199999999999,-0.057416523972602766
16,7.045999999999999,-0.024680669883621775
17,6.8721000000000005,0.02871029234149676
18,7.0694,0.07359889099499255
19,7.589700000000001,-0.043756670224119686
20,7.257599999999999,0.016286375661375693
21,7.3758,-0.03977873586593993
22,7.0824,0.05118321472947024
23,7.4449,-0.01883168343429732
24,7.3046999999999995,0.12586416964420172
25,8.2241,0.14198514123125944
26,9.3918,0.04433654890436324
27,9.8082,0.10244489304867359
28,10.812999999999999,0.04096920373624348
29,11.256,0.07640369580668083
30,12.116,-0.0704853086827335
31,11.262,-0.04963594388208136
32,10.703,-0.04606185181724756
33,10.209999999999999,0.04191968658178258
34,10.638,-0.041643166008648175
35,10.195,-0.002157920549288856
36,10.173,0.08296471050820797
37,11.017,-0.029409095034945945
38,10.693000000000001,-0.07849060132797157
39,9.8537,0.0662999685397362
40,10.507,-0.04844389454649271
41,9.998000000000001,-0.061512302460492156
42,9.383,-0.04697857827986786
43,8.9422,0.0941379078973855
44,9.784,0.01605682747342598
45,9.9411,0.02775346792608464
46,10.217,-0.02163061564059908
47,9.995999999999999,-0.07980192076830722
48,9.1983,0.042714414620092865
49,9.5912,-0.021811660688965017
50,9.382,0.006714986143679489
51,9.445,0.034653255690841676
52,9.7723,0.046938796393888885
53,10.231,-0.07760727201642066
54,9.437000000000001,-0.007470594468581098
55,9.3665,-0.010580259435221263
56,9.2674,-0.01703821999697874
57,9.1095,-0.08111312366211094
58,8.3706,0.007299357274269347
59,8.4317,0.05308538017244463
60,8.8793,-0.023053619091595184
61,8.6746,0.06434878841675706
62,9.232800000000001,0.022290096178840577
63,9.4386,0.0166444176043057
64,9.595699999999999,0.0594328709734569
65,10.166,-0.0035412158174306456
66,10.129999999999999,-0.04343534057255668
67,9.690000000000001,0.008328173374612878
68,9.7707,0.029608932829787025
69,10.059999999999999,-0.026302186878727644
70,9.795399999999999,-0.0257161524797353
71,9.5435,0.0014250537014721609
72,9.5571,0.013393184124891454
73,9.6851,0.04459427367812416
74,10.117,0.01719877434021938
75,10.291,0.04032649888251876
76,10.706,0.01989538576499155
77,10.919,-0.01575235827456726
78,10.747,0.04075555969107654
79,11.184999999999999,0.005990165400089421
80,11.251999999999999,0.04088162104514761
81,11.712,-0.03014002732240438
82,11.359,-0.02746720662030112
83,11.047,-0.012854168552548218
84,10.905,0.030353049060064214
85,11.236,-0.006229975080099705
86,11.166,-0.028658427368798162
87,10.846,-0.030610363267564018
88,10.514,-0.03129161118508661
89,10.184999999999999,-0.01824251350024536
90,9.9992,0.041683334666773264
91,10.416,-0.005088325652841793
92,10.363,0.06204766959374705
93,11.006,-0.013083772487733942
94,10.862,0.1020990609464186
95,11.971,0.05078940773536056
96,12.579,0.03012958104777809
97,12.958000000000002,0.0053248958172557315
98,13.027000000000001,0.000614109157902695
99,13.035,0.02477943996931353
100,13.358,-0.05966462045216359
101,12.561,0.04370671124910433
102,13.11,0.09877955758962638
103,14.405000000000001,0.007219715376605289
104,14.509,-0.0038596733062237387
105,14.453,0.0003459489379368392
106,14.458000000000002,0.0314013003181629
107,14.912,0.015289699570815458
108,15.14,0.08394980184940559
109,16.411,0.0786058131740904
110,17.701,0.04101463194169832
111,18.427,-0.011179247842839324
112,18.221,0.10866582514680853
113,20.201,-0.030493539923766133
114,19.585,-0.13234618330354858
115,16.993000000000002,0.1291708350497263
116,19.188,-0.06405044819678962
117,17.959,-0.024333203407762148
118,17.522,-0.01386827987672644
119,17.279,0.06528155564558136
120,18.407,0.027380887705764224
121,18.911,0.007931891491724392
122,19.061,-0.021142647290278583
123,18.658,0.018919498338514314
124,19.011000000000003,0.012256062279732702
125,19.244,0.010704635210974861
126,19.45,0.043239074550128515
127,20.291,-0.05164851411956035
128,19.243000000000002,-0.05612430494205691
129,18.163,0.01998568518416559
130,18.526,-0.006369426751592241
131,18.408,-0.05220556279878321
132,17.447,0.02498996962228471
133,17.883000000000003,0.004641279427389051
134,17.966,0.007124568629633759
135,18.094,-0.045982093511661284
136,17.262,0.005213764337851962
137,17.352,-0.0055325034578147065
138,17.256,-0.1127723690310617
139,15.309999999999999,-0.09536250816459826
140,13.85,0.09227436823104694
141,15.128,-0.08414859862506603
142,13.855,-0.015301335258029623
143,13.643,-0.03386351975371989
144,13.181000000000001,0.07753584705257567
145,14.203,0.002957121734844663
146,14.245,0.06135486135486142
147,15.119,-0.016204775448111573
148,14.874,0.056138227780018785
149,15.709,-0.014132026227003621
150,15.487,-0.04565119132175369
151,14.780000000000001,-0.01928281461434386
152,14.495,-0.03953087271472915
153,13.922,0.014940382129004543
154,14.13,-0.02406227883934894
155,13.790000000000001,7.251631617107255e-05
156,13.791,-0.0805597853672685
157,12.68,0.06277602523659301
158,13.475999999999999,0.022187592757494875
159,13.775,0.04232304900181497
160,14.358,0.01734224822398649
161,14.607,-0.0019168891627302058
162,14.578999999999999,0.04938610329926619
163,15.299000000000001,-0.03183214589188839
164,14.812000000000001,-0.04064272211720234
165,14.209999999999999,0.07325826882477127
166,15.251,-0.041767752934233855
167,14.613999999999999,-0.0049952100725331175
168,14.541,-0.014235609655456937
169,14.334,0.029300962745918716
170,14.754,-0.03687135692015723
171,14.209999999999999,0.11520056298381426
172,15.847,0.006499652931154169
173,15.95,0.06369905956112851
174,16.966,0.01609100554049269
175,17.238999999999997,-0.014269969255757176
176,16.993000000000002,0.09804036956393807
